id,name,types,description,filename,tokens,lemmas,pos_tags,proper_nouns,named_entities
894,regieleki,['electric'],This Pokémon is a cluster of electrical energy. It’s said that removing the rings on Regieleki’s body will unleash the Pokémon’s latent power.,0894_regieleki.txt,"['this', 'pokémon', 'is', 'a', 'cluster', 'of', 'electrical', 'energy', 'its', 'said', 'that', 'removing', 'the', 'rings', 'on', 'regielekis', 'body', 'will', 'unleash', 'the', 'pokémons', 'latent', 'power']","['this', 'pokémon', 'be', 'a', 'cluster', 'of', 'electrical', 'energy', 'its', 'say', 'that', 'remove', 'the', 'ring', 'on', 'regielekis', 'body', 'will', 'unleash', 'the', 'pokémon', 'latent', 'power']","[('this', 'DT', 'determiner'), ('pokémon', 'NN', 'noun, singular or mass'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('a', 'DT', 'determiner'), ('cluster', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('electrical', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('energy', 'NN', 'noun, singular or mass'), ('its', 'PRP$', 'pronoun, possessive'), ('said', 'VBD', 'verb, past tense'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('removing', 'VBG', 'verb, gerund or present participle'), ('the', 'DT', 'determiner'), ('rings', 'NNS', 'noun, plural'), ('on', 'IN', 'conjunction, subordinating or preposition'), ('regielekis', 'NNP', 'noun, proper singular'), ('body', 'NN', 'noun, singular or mass'), ('will', 'MD', 'verb, modal auxiliary'), ('unleash', 'VB', 'verb, base form'), ('the', 'DT', 'determiner'), ('pokémons', 'NNS', 'noun, plural'), ('latent', 'NN', 'noun, singular or mass'), ('power', 'NN', 'noun, singular or mass')]",['regielekis'],[]
895,regidrago,['dragon'],An academic theory proposes that Regidrago’s arms were once the head of an ancient dragon Pokémon. The theory remains unproven.,0895_regidrago.txt,"['an', 'academic', 'theory', 'proposes', 'that', 'regidragos', 'arms', 'were', 'once', 'the', 'head', 'of', 'an', 'ancient', 'dragon', 'pokémon', 'the', 'theory', 'remains', 'unproven']","['an', 'academic', 'theory', 'propose', 'that', 'regidrago', 'arm', 'be', 'once', 'the', 'head', 'of', 'an', 'ancient', 'dragon', 'pokémon', 'the', 'theory', 'remain', 'unproven']","[('an', 'DT', 'determiner'), ('academic', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('theory', 'NN', 'noun, singular or mass'), ('proposes', 'VBZ', 'verb, 3rd person singular present'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('regidragos', 'NNS', 'noun, plural'), ('arms', 'NNS', 'noun, plural'), ('were', 'VBD', 'verb, past tense'), ('once', 'RB', 'adverb'), ('the', 'DT', 'determiner'), ('head', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('an', 'DT', 'determiner'), ('ancient', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('dragon', 'NN', 'noun, singular or mass'), ('pokémon', 'NNP', 'noun, proper singular'), ('the', 'DT', 'determiner'), ('theory', 'NN', 'noun, singular or mass'), ('remains', 'VBZ', 'verb, 3rd person singular present'), ('unproven', 'JJ', 'adjective (English), other noun-modifier (Chinese)')]",['pokémon'],[]
896,glastrier,['ice'],"Glastrier emits intense cold from its hooves. It’s also a belligerent Pokémon—anything it wants, it takes by force.",0896_glastrier.txt,"['glastrier', 'emits', 'intense', 'cold', 'from', 'its', 'hooves', 'its', 'also', 'a', 'belligerent', 'pokémonanything', 'it', 'wants', 'it', 'takes', 'by', 'force']","['glastrier', 'emit', 'intense', 'cold', 'from', 'its', 'hoof', 'its', 'also', 'a', 'belligerent', 'pokémonanything', 'it', 'want', 'it', 'take', 'by', 'force']","[('glastrier', 'NNP', 'noun, proper singular'), ('emits', 'VBZ', 'verb, 3rd person singular present'), ('intense', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('cold', 'NN', 'noun, singular or mass'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('hooves', 'NNS', 'noun, plural'), ('its', 'PRP$', 'pronoun, possessive'), ('also', 'RB', 'adverb'), ('a', 'DT', 'determiner'), ('belligerent', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('pokémonanything', 'NN', 'noun, singular or mass'), ('it', 'PRP', 'pronoun, personal'), ('wants', 'VBZ', 'verb, 3rd person singular present'), ('it', 'PRP', 'pronoun, personal'), ('takes', 'VBZ', 'verb, 3rd person singular present'), ('by', 'IN', 'conjunction, subordinating or preposition'), ('force', 'NN', 'noun, singular or mass')]",['glastrier'],[]
897,spectrier,['ghost'],It probes its surroundings with all its senses save one—it doesn’t use its sense of sight. Spectrier’s kicks are said to separate soul from body.,0897_spectrier.txt,"['it', 'probes', 'its', 'surroundings', 'with', 'all', 'its', 'senses', 'save', 'oneit', 'does', 'nt', 'use', 'its', 'sense', 'of', 'sight', 'spectriers', 'kicks', 'are', 'said', 'to', 'separate', 'soul', 'from', 'body']","['it', 'probe', 'its', 'surrounding', 'with', 'all', 'its', 'sense', 'save', 'oneit', 'do', 'not', 'use', 'its', 'sense', 'of', 'sight', 'spectrier', 'kick', 'be', 'say', 'to', 'separate', 'soul', 'from', 'body']","[('it', 'PRP', 'pronoun, personal'), ('probes', 'VBZ', 'verb, 3rd person singular present'), ('its', 'PRP$', 'pronoun, possessive'), ('surroundings', 'NNS', 'noun, plural'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('all', 'PDT', 'predeterminer'), ('its', 'PRP$', 'pronoun, possessive'), ('senses', 'NNS', 'noun, plural'), ('save', 'NNP', 'noun, proper singular'), ('oneit', 'NNP', 'noun, proper singular'), ('does', 'VBZ', 'verb, 3rd person singular present'), ('nt', 'RB', 'adverb'), ('use', 'VB', 'verb, base form'), ('its', 'PRP$', 'pronoun, possessive'), ('sense', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('sight', 'NN', 'noun, singular or mass'), ('spectriers', 'NNS', 'noun, plural'), ('kicks', 'NNS', 'noun, plural'), ('are', 'VBP', 'verb, non-3rd person singular present'), ('said', 'VBN', 'verb, past participle'), ('to', 'TO', 'infinitival ""to""'), ('separate', 'VB', 'verb, base form'), ('soul', 'NN', 'noun, singular or mass'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('body', 'NN', 'noun, singular or mass')]","['save', 'oneit']",[]
898,calyrex,"['psychic', 'grass']","Calyrex is a merciful Pokémon, capable of providing healing and blessings. It reigned over the Galar region in times of yore.",0898_calyrex.txt,"['calyrex', 'is', 'a', 'merciful', 'pokémon', 'capable', 'of', 'providing', 'healing', 'and', 'blessings', 'it', 'reigned', 'over', 'the', 'galar', 'region', 'in', 'times', 'of', 'yore']","['calyrex', 'be', 'a', 'merciful', 'pokémon', 'capable', 'of', 'provide', 'healing', 'and', 'blessing', 'it', 'reign', 'over', 'the', 'galar', 'region', 'in', 'time', 'of', 'yore']","[('calyrex', 'NNP', 'noun, proper singular'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('a', 'DT', 'determiner'), ('merciful', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('pokémon', 'NN', 'noun, singular or mass'), ('capable', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('providing', 'VBG', 'verb, gerund or present participle'), ('healing', 'NN', 'noun, singular or mass'), ('and', 'CC', 'conjunction, coordinating'), ('blessings', 'NNS', 'noun, plural'), ('it', 'PRP', 'pronoun, personal'), ('reigned', 'VBD', 'verb, past tense'), ('over', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('galar', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('region', 'NN', 'noun, singular or mass'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('times', 'NNS', 'noun, plural'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('yore', 'NN', 'noun, singular or mass')]",['calyrex'],[]
899,wyrdeer,"['normal', 'psychic']",The black orbs shine with an uncanny light when the Pokémon is erecting invisible barriers. The fur shed from its beard retains heat well and is a highly useful material for winter clothing.,0899_wyrdeer.txt,"['the', 'black', 'orbs', 'shine', 'with', 'an', 'uncanny', 'light', 'when', 'the', 'pokémon', 'is', 'erecting', 'invisible', 'barriers', 'the', 'fur', 'shed', 'from', 'its', 'beard', 'retains', 'heat', 'well', 'and', 'is', 'a', 'highly', 'useful', 'material', 'for', 'winter', 'clothing']","['the', 'black', 'orb', 'shine', 'with', 'an', 'uncanny', 'light', 'when', 'the', 'pokémon', 'be', 'erect', 'invisible', 'barrier', 'the', 'fur', 'shed', 'from', 'its', 'beard', 'retain', 'heat', 'well', 'and', 'be', 'a', 'highly', 'useful', 'material', 'for', 'winter', 'clothing']","[('the', 'DT', 'determiner'), ('black', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('orbs', 'NNS', 'noun, plural'), ('shine', 'VBP', 'verb, non-3rd person singular present'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('an', 'DT', 'determiner'), ('uncanny', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('light', 'NN', 'noun, singular or mass'), ('when', 'WRB', 'wh-adverb'), ('the', 'DT', 'determiner'), ('pokémon', 'NN', 'noun, singular or mass'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('erecting', 'VBG', 'verb, gerund or present participle'), ('invisible', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('barriers', 'NNS', 'noun, plural'), ('the', 'DT', 'determiner'), ('fur', 'NN', 'noun, singular or mass'), ('shed', 'NN', 'noun, singular or mass'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('beard', 'NN', 'noun, singular or mass'), ('retains', 'VBZ', 'verb, 3rd person singular present'), ('heat', 'NN', 'noun, singular or mass'), ('well', 'RB', 'adverb'), ('and', 'CC', 'conjunction, coordinating'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('a', 'DT', 'determiner'), ('highly', 'RB', 'adverb'), ('useful', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('material', 'NN', 'noun, singular or mass'), ('for', 'IN', 'conjunction, subordinating or preposition'), ('winter', 'NN', 'noun, singular or mass'), ('clothing', 'NN', 'noun, singular or mass')]",[],"[('winter', 'DATE')]"
900,kleavor,"['bug', 'rock']","A violent creature that fells towering trees with its crude axes and shields itself with hard stone. If one should chance upon this Pokémon in the wilds, one's only recourse is to flee.",0900_kleavor.txt,"['a', 'violent', 'creature', 'that', 'fells', 'towering', 'trees', 'with', 'its', 'crude', 'axes', 'and', 'shields', 'itself', 'with', 'hard', 'stone', 'if', 'one', 'should', 'chance', 'upon', 'this', 'pokémon', 'in', 'the', 'wilds', 'ones', 'only', 'recourse', 'is', 'to', 'flee']","['a', 'violent', 'creature', 'that', 'fell', 'tower', 'tree', 'with', 'its', 'crude', 'axis', 'and', 'shield', 'itself', 'with', 'hard', 'stone', 'if', 'one', 'should', 'chance', 'upon', 'this', 'pokémon', 'in', 'the', 'wild', 'one', 'only', 'recourse', 'be', 'to', 'flee']","[('a', 'DT', 'determiner'), ('violent', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('creature', 'NN', 'noun, singular or mass'), ('that', 'WDT', 'wh-determiner'), ('fells', 'VBZ', 'verb, 3rd person singular present'), ('towering', 'VBG', 'verb, gerund or present participle'), ('trees', 'NNS', 'noun, plural'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('crude', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('axes', 'NNS', 'noun, plural'), ('and', 'CC', 'conjunction, coordinating'), ('shields', 'VBZ', 'verb, 3rd person singular present'), ('itself', 'PRP', 'pronoun, personal'), ('with', 'IN', 'conjunction, subordinating or preposition'), ('hard', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('stone', 'NN', 'noun, singular or mass'), ('if', 'IN', 'conjunction, subordinating or preposition'), ('one', 'PRP', 'pronoun, personal'), ('should', 'MD', 'verb, modal auxiliary'), ('chance', 'VB', 'verb, base form'), ('upon', 'IN', 'conjunction, subordinating or preposition'), ('this', 'DT', 'determiner'), ('pokémon', 'NN', 'noun, singular or mass'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('wilds', 'NNS', 'noun, plural'), ('ones', 'NNS', 'noun, plural'), ('only', 'RB', 'adverb'), ('recourse', 'NN', 'noun, singular or mass'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('to', 'TO', 'infinitival ""to""'), ('flee', 'VB', 'verb, base form')]",[],[]
901,ursaluna,"['ground', 'normal']",I believe it was Hisui's swampy terrain that gave Ursaluna its burly physique and newfound capacity to manipulate peat at will.,0901_ursaluna.txt,"['i', 'believe', 'it', 'was', 'hisuis', 'swampy', 'terrain', 'that', 'gave', 'ursaluna', 'its', 'burly', 'physique', 'and', 'newfound', 'capacity', 'to', 'manipulate', 'peat', 'at', 'will']","['I', 'believe', 'it', 'be', 'hisuis', 'swampy', 'terrain', 'that', 'give', 'ursaluna', 'its', 'burly', 'physique', 'and', 'newfound', 'capacity', 'to', 'manipulate', 'peat', 'at', 'will']","[('i', 'PRP', 'pronoun, personal'), ('believe', 'VBP', 'verb, non-3rd person singular present'), ('it', 'PRP', 'pronoun, personal'), ('was', 'VBD', 'verb, past tense'), ('hisuis', 'NN', 'noun, singular or mass'), ('swampy', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('terrain', 'NN', 'noun, singular or mass'), ('that', 'WDT', 'wh-determiner'), ('gave', 'VBD', 'verb, past tense'), ('ursaluna', 'VBZ', 'verb, 3rd person singular present'), ('its', 'PRP$', 'pronoun, possessive'), ('burly', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('physique', 'NN', 'noun, singular or mass'), ('and', 'CC', 'conjunction, coordinating'), ('newfound', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('capacity', 'NN', 'noun, singular or mass'), ('to', 'TO', 'infinitival ""to""'), ('manipulate', 'VB', 'verb, base form'), ('peat', 'NN', 'noun, singular or mass'), ('at', 'IN', 'conjunction, subordinating or preposition'), ('will', 'MD', 'verb, modal auxiliary')]",[],[]
902,basculegion-male,"['water', 'ghost']",Clads itself in the souls of comrades that perished before fulfilling their goals of journeying upstream. No other species throughout all Hisui's rivers is Basculegion's equal.,0902_basculegion-male.txt,"['clads', 'itself', 'in', 'the', 'souls', 'of', 'comrades', 'that', 'perished', 'before', 'fulfilling', 'their', 'goals', 'of', 'journeying', 'upstream', 'no', 'other', 'species', 'throughout', 'all', 'hisuis', 'rivers', 'is', 'basculegions', 'equal']","['clad', 'itself', 'in', 'the', 'soul', 'of', 'comrade', 'that', 'perish', 'before', 'fulfil', 'their', 'goal', 'of', 'journey', 'upstream', 'no', 'other', 'specie', 'throughout', 'all', 'hisuis', 'river', 'be', 'basculegion', 'equal']","[('clads', 'VBZ', 'verb, 3rd person singular present'), ('itself', 'PRP', 'pronoun, personal'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('souls', 'NNS', 'noun, plural'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('comrades', 'NNS', 'noun, plural'), ('that', 'WDT', 'wh-determiner'), ('perished', 'VBD', 'verb, past tense'), ('before', 'IN', 'conjunction, subordinating or preposition'), ('fulfilling', 'VBG', 'verb, gerund or present participle'), ('their', 'PRP$', 'pronoun, possessive'), ('goals', 'NNS', 'noun, plural'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('journeying', 'VBG', 'verb, gerund or present participle'), ('upstream', 'RB', 'adverb'), ('no', 'DT', 'determiner'), ('other', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('species', 'NNS', 'noun, plural'), ('throughout', 'IN', 'conjunction, subordinating or preposition'), ('all', 'DT', 'determiner'), ('hisuis', 'NN', 'noun, singular or mass'), ('rivers', 'NNS', 'noun, plural'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('basculegions', 'NNS', 'noun, plural'), ('equal', 'JJ', 'adjective (English), other noun-modifier (Chinese)')]",[],[]
903,sneasler,"['fighting', 'poison']","Because of Sneasler's virulent poison and daunting physical prowess, no other species could hope to best it on the frozen highlands. Preferring solitude, this species does not form packs.",0903_sneasler.txt,"['because', 'of', 'sneaslers', 'virulent', 'poison', 'and', 'daunting', 'physical', 'prowess', 'no', 'other', 'species', 'could', 'hope', 'to', 'best', 'it', 'on', 'the', 'frozen', 'highlands', 'preferring', 'solitude', 'this', 'species', 'does', 'not', 'form', 'packs']","['because', 'of', 'sneasler', 'virulent', 'poison', 'and', 'daunt', 'physical', 'prowess', 'no', 'other', 'specie', 'could', 'hope', 'to', 'best', 'it', 'on', 'the', 'frozen', 'highland', 'prefer', 'solitude', 'this', 'species', 'do', 'not', 'form', 'pack']","[('because', 'IN', 'conjunction, subordinating or preposition'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('sneaslers', 'NNS', 'noun, plural'), ('virulent', 'NN', 'noun, singular or mass'), ('poison', 'NN', 'noun, singular or mass'), ('and', 'CC', 'conjunction, coordinating'), ('daunting', 'VBG', 'verb, gerund or present participle'), ('physical', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('prowess', 'NN', 'noun, singular or mass'), ('no', 'DT', 'determiner'), ('other', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('species', 'NNS', 'noun, plural'), ('could', 'MD', 'verb, modal auxiliary'), ('hope', 'VB', 'verb, base form'), ('to', 'TO', 'infinitival ""to""'), ('best', 'VB', 'verb, base form'), ('it', 'PRP', 'pronoun, personal'), ('on', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('frozen', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('highlands', 'NNS', 'noun, plural'), ('preferring', 'VBG', 'verb, gerund or present participle'), ('solitude', 'NN', 'noun, singular or mass'), ('this', 'DT', 'determiner'), ('species', 'NN', 'noun, singular or mass'), ('does', 'VBZ', 'verb, 3rd person singular present'), ('not', 'RB', 'adverb'), ('form', 'VB', 'verb, base form'), ('packs', 'NNS', 'noun, plural')]",[],[]
904,overqwil,"['dark', 'poison']",Its lancelike spikes and savage temperament have earned it the nickname ”sea fiend.” It slurps up poison to nourish itself.,0904_overqwil.txt,"['its', 'lancelike', 'spikes', 'and', 'savage', 'temperament', 'have', 'earned', 'it', 'the', 'nickname', 'sea', 'fiend', 'it', 'slurps', 'up', 'poison', 'to', 'nourish', 'itself']","['its', 'lancelike', 'spike', 'and', 'savage', 'temperament', 'have', 'earn', 'it', 'the', 'nickname', 'sea', 'fiend', 'it', 'slurps', 'up', 'poison', 'to', 'nourish', 'itself']","[('its', 'PRP$', 'pronoun, possessive'), ('lancelike', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('spikes', 'NNS', 'noun, plural'), ('and', 'CC', 'conjunction, coordinating'), ('savage', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('temperament', 'NN', 'noun, singular or mass'), ('have', 'VBP', 'verb, non-3rd person singular present'), ('earned', 'VBN', 'verb, past participle'), ('it', 'PRP', 'pronoun, personal'), ('the', 'DT', 'determiner'), ('nickname', 'NN', 'noun, singular or mass'), ('sea', 'NN', 'noun, singular or mass'), ('fiend', 'VBP', 'verb, non-3rd person singular present'), ('it', 'PRP', 'pronoun, personal'), ('slurps', 'VBP', 'verb, non-3rd person singular present'), ('up', 'RP', 'adverb, particle'), ('poison', 'NN', 'noun, singular or mass'), ('to', 'TO', 'infinitival ""to""'), ('nourish', 'VB', 'verb, base form'), ('itself', 'PRP', 'pronoun, personal')]",[],[]
905,enamorus-incarnate,"['fairy', 'flying']","When it flies to this land from across the sea, the bitter winter comes to an end. According to legend, this Pokémon's love gives rise to the budding of fresh life across Hisui.",0905_enamorus-incarnate.txt,"['when', 'it', 'flies', 'to', 'this', 'land', 'from', 'across', 'the', 'sea', 'the', 'bitter', 'winter', 'comes', 'to', 'an', 'end', 'according', 'to', 'legend', 'this', 'pokémons', 'love', 'gives', 'rise', 'to', 'the', 'budding', 'of', 'fresh', 'life', 'across', 'hisui']","['when', 'it', 'fly', 'to', 'this', 'land', 'from', 'across', 'the', 'sea', 'the', 'bitter', 'winter', 'come', 'to', 'an', 'end', 'accord', 'to', 'legend', 'this', 'pokémon', 'love', 'give', 'rise', 'to', 'the', 'budding', 'of', 'fresh', 'life', 'across', 'hisui']","[('when', 'WRB', 'wh-adverb'), ('it', 'PRP', 'pronoun, personal'), ('flies', 'VBZ', 'verb, 3rd person singular present'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('this', 'DT', 'determiner'), ('land', 'NN', 'noun, singular or mass'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('across', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('sea', 'NN', 'noun, singular or mass'), ('the', 'DT', 'determiner'), ('bitter', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('winter', 'NN', 'noun, singular or mass'), ('comes', 'VBZ', 'verb, 3rd person singular present'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('an', 'DT', 'determiner'), ('end', 'NN', 'noun, singular or mass'), ('according', 'VBG', 'verb, gerund or present participle'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('legend', 'NN', 'noun, singular or mass'), ('this', 'DT', 'determiner'), ('pokémons', 'NNS', 'noun, plural'), ('love', 'NN', 'noun, singular or mass'), ('gives', 'VBZ', 'verb, 3rd person singular present'), ('rise', 'NN', 'noun, singular or mass'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('budding', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('fresh', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('life', 'NN', 'noun, singular or mass'), ('across', 'IN', 'conjunction, subordinating or preposition'), ('hisui', 'NN', 'noun, singular or mass')]",[],"[('winter', 'DATE')]"
906,sprigatito,['grass'],Its fluffy fur is similar in composition to plants. This Pokémon frequently washes its face to keep it from drying out.,0906_sprigatito.txt,"['its', 'fluffy', 'fur', 'is', 'similar', 'in', 'composition', 'to', 'plants', 'this', 'pokémon', 'frequently', 'washes', 'its', 'face', 'to', 'keep', 'it', 'from', 'drying', 'out']","['its', 'fluffy', 'fur', 'be', 'similar', 'in', 'composition', 'to', 'plant', 'this', 'pokémon', 'frequently', 'wash', 'its', 'face', 'to', 'keep', 'it', 'from', 'dry', 'out']","[('its', 'PRP$', 'pronoun, possessive'), ('fluffy', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('fur', 'NN', 'noun, singular or mass'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('similar', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('in', 'IN', 'conjunction, subordinating or preposition'), ('composition', 'NN', 'noun, singular or mass'), ('to', 'IN', 'conjunction, subordinating or preposition'), ('plants', 'NNS', 'noun, plural'), ('this', 'DT', 'determiner'), ('pokémon', 'NNP', 'noun, proper singular'), ('frequently', 'RB', 'adverb'), ('washes', 'VBZ', 'verb, 3rd person singular present'), ('its', 'PRP$', 'pronoun, possessive'), ('face', 'NN', 'noun, singular or mass'), ('to', 'TO', 'infinitival ""to""'), ('keep', 'VB', 'verb, base form'), ('it', 'PRP', 'pronoun, personal'), ('from', 'IN', 'conjunction, subordinating or preposition'), ('drying', 'VBG', 'verb, gerund or present participle'), ('out', 'RP', 'adverb, particle')]",['pokémon'],[]
907,floragato,['grass'],"Floragato deftly wields the vine hidden beneath its long fur, slamming the hard flower bud against its opponents.",0907_floragato.txt,"['floragato', 'deftly', 'wields', 'the', 'vine', 'hidden', 'beneath', 'its', 'long', 'fur', 'slamming', 'the', 'hard', 'flower', 'bud', 'against', 'its', 'opponents']","['floragato', 'deftly', 'wield', 'the', 'vine', 'hide', 'beneath', 'its', 'long', 'fur', 'slam', 'the', 'hard', 'flower', 'bud', 'against', 'its', 'opponent']","[('floragato', 'NNP', 'noun, proper singular'), ('deftly', 'RB', 'adverb'), ('wields', 'VBZ', 'verb, 3rd person singular present'), ('the', 'DT', 'determiner'), ('vine', 'NN', 'noun, singular or mass'), ('hidden', 'VBN', 'verb, past participle'), ('beneath', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('long', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('fur', 'NN', 'noun, singular or mass'), ('slamming', 'VBG', 'verb, gerund or present participle'), ('the', 'DT', 'determiner'), ('hard', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('flower', 'NN', 'noun, singular or mass'), ('bud', 'NN', 'noun, singular or mass'), ('against', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('opponents', 'NNS', 'noun, plural')]",['floragato'],[]
908,meowscarada,"['grass', 'dark']","This Pokémon uses the reflective fur lining its cape to camouflage the stem of its flower, creating the illusion that the flower is floating.",0908_meowscarada.txt,"['this', 'pokémon', 'uses', 'the', 'reflective', 'fur', 'lining', 'its', 'cape', 'to', 'camouflage', 'the', 'stem', 'of', 'its', 'flower', 'creating', 'the', 'illusion', 'that', 'the', 'flower', 'is', 'floating']","['this', 'pokémon', 'use', 'the', 'reflective', 'fur', 'line', 'its', 'cape', 'to', 'camouflage', 'the', 'stem', 'of', 'its', 'flower', 'create', 'the', 'illusion', 'that', 'the', 'flower', 'be', 'float']","[('this', 'DT', 'determiner'), ('pokémon', 'NNP', 'noun, proper singular'), ('uses', 'VBZ', 'verb, 3rd person singular present'), ('the', 'DT', 'determiner'), ('reflective', 'JJ', 'adjective (English), other noun-modifier (Chinese)'), ('fur', 'NN', 'noun, singular or mass'), ('lining', 'VBG', 'verb, gerund or present participle'), ('its', 'PRP$', 'pronoun, possessive'), ('cape', 'NN', 'noun, singular or mass'), ('to', 'TO', 'infinitival ""to""'), ('camouflage', 'VB', 'verb, base form'), ('the', 'DT', 'determiner'), ('stem', 'NN', 'noun, singular or mass'), ('of', 'IN', 'conjunction, subordinating or preposition'), ('its', 'PRP$', 'pronoun, possessive'), ('flower', 'NN', 'noun, singular or mass'), ('creating', 'VBG', 'verb, gerund or present participle'), ('the', 'DT', 'determiner'), ('illusion', 'NN', 'noun, singular or mass'), ('that', 'IN', 'conjunction, subordinating or preposition'), ('the', 'DT', 'determiner'), ('flower', 'NN', 'noun, singular or mass'), ('is', 'VBZ', 'verb, 3rd person singular present'), ('floating', 'VBG', 'verb, gerund or present participle')]",['pokémon'],[]
